Variable1,Variable2,Variable3,Variable4,Variable5,Variable6
7.89907446379,8.01177394029,66.1128895653,7.78873593162,0.741736383505,16.431295805
9.1457085169,10.1112790886,123.21618834,10.8553961979,0.954015266151,21.8152745158
8.90572354659,9.13591764877,88.0495944579,8.89634560057,0.534195264341,18.3272049698
9.08036618166,9.61336594759,103.502118654,9.98171796627,0.621414920742,20.4876686477
9.32025487945,10.0586536392,117.019070741,10.4520600275,0.785860619281,21.3342090402
8.69790914492,9.32489397872,99.5175486254,9.75690927935,0.852586736838,19.0832810918
8.53431885054,8.87021211677,85.6921152321,9.03874686034,0.648987690494,18.7143711041
8.82050094495,9.21453095348,92.7751409233,9.14224857499,0.26921684285,18.5329817661
6.90374705895,7.76543711842,74.6564909399,8.30162172161,0.896482451422,16.2650038059
7.66038581206,7.71428018351,60.4075622524,7.34778361159,0.712501139479,15.429718925
7.06613598493,7.84352309118,75.1315947059,8.21786573608,0.826768826329,16.8920972369
7.22809380343,7.35504684893,56.6527548372,7.23282918826,0.533469223049,15.3449487626
7.76280713823,8.11608429814,72.0686157971,8.0431177332,0.283677213566,16.883273197
6.82924690757,7.36587707202,63.2285663985,7.56029514593,0.690707080418,15.3614668025
7.91105857044,8.20035242678,72.1491358709,8.21768232428,0.424795699774,17.2793743694
7.04278786014,7.1001927403,52.0043745454,6.96753914965,0.370650466026,14.1910292676
9.10531319786,9.34843932923,92.1909763405,9.39084704041,0.356114256399,19.3951867994
7.32409034904,7.81066442961,68.9235962093,8.05060028973,0.657126528781,15.8905659987
7.38224288626,7.84704993515,70.0141841361,8.08127436216,0.710879857483,16.0513732205
9.24473400689,9.98951422843,116.156675781,10.4442455375,0.858472729353,20.6508229865
7.03364456925,7.70516125226,70.5589468678,8.20064113423,0.805182983159,16.0591762087
7.52308919475,8.07508146212,74.4731235222,8.2836129121,0.534766154116,17.1894230453
8.38480268595,9.25021881381,102.968343252,9.84634416005,1.04712957434,19.5226658201
7.44151141236,7.83277369926,67.9939868976,7.87321654454,0.267466812142,16.4048471277
8.99304591297,9.81266662984,113.777292877,10.318668886,0.908540782458,20.9604518013
7.60648009646,7.94259323658,69.3915369004,7.96836117091,0.321519217619,16.5413488585
7.57588301126,7.81173173957,64.9147961394,7.85508811537,0.455629869284,15.7923709791
7.03348521296,7.50944589725,64.1774102845,7.72406230083,0.465588074657,15.9895047361
6.75530287814,7.30360774575,62.2130929517,7.59307933398,0.705480984719,14.9132195605
